book_id,image_name,kingdom,rank
186600401,186600401_74_4_left,en,baron
186600401,186600401_74_4_right,en,baron
186600401,186600401_74_5_left,en,baron
186600401,186600401_74_5_right,en,baron
186600401,186600401_74_6_left,en,baron
186600401,186600401_74_6_right,en,baron
186600401,186600401_74_7_left,en,baron
186600401,186600401_74_7_right,en,baron
186600401,186600401_74_8_left,en,baron
186600401,186600401_74_8_right,en,baron
186600401,186600401_75_1_left,en,baron
186600401,186600401_75_1_right,en,baron
186600401,186600401_75_2_left,en,baron
186600401,186600401_75_2_right,en,baron
186600401,186600401_75_3_left,en,baron
186600401,186600401_75_3_right,en,baron
186600401,186600401_75_4_left,en,baron
186600401,186600401_75_4_right,en,baron
186600401,186600401_75_5_left,en,baron
186600401,186600401_75_5_right,en,baron
186600401,186600401_75_6_left,en,baron
186600401,186600401_75_6_right,en,baron
186600401,186600401_75_7_left,en,baron
186600401,186600401_75_7_right,en,baron
186600401,186600401_75_8_left,en,baron
186600401,186600401_75_8_right,en,baron
186600401,186600401_76_1_left,en,baron
186600401,186600401_76_1_right,en,baron
186600401,186600401_76_2_left,en,baron
186600401,186600401_76_2_right,en,baron
186600401,186600401_76_3_left,en,baron
186600401,186600401_76_3_right,en,baron
186600401,186600401_76_4_left,en,baron
186600401,186600401_76_4_right,en,baron
186600401,186600401_76_5_left,en,baron
186600401,186600401_76_5_right,en,baron
186600401,186600401_76_6_left,en,baron
186600401,186600401_76_6_right,en,baron
186600401,186600401_76_7_left,en,baron
186600401,186600401_76_7_right,en,baron
186600401,186600401_76_8_left,en,baron
186600401,186600401_76_8_right,en,baron
186600401,186600401_77_1_left,en,baron
186600401,186600401_77_1_right,en,baron
186600401,186600401_77_2_left,en,baron
186600401,186600401_77_2_right,en,baron
186600401,186600401_77_3_left,en,baron
186600401,186600401_77_3_right,en,baron
186600401,186600401_77_4_left,en,baron
186600401,186600401_77_4_right,en,baron
186600401,186600401_77_5_left,en,baron
186600401,186600401_77_5_right,en,baron
186600401,186600401_77_6_left,en,baron
186600401,186600401_77_6_right,en,baron
186600401,186600401_77_7_left,en,baron
186600401,186600401_77_7_right,en,baron
186600401,186600401_77_8_left,en,baron
186600401,186600401_77_8_right,en,baron
186600401,186600401_78_1_left,en,peeress
186600401,186600401_78_1_right,en,peeress
186600401,186600401_78_2_left,en,peeress
186600401,186600401_78_2_right,en,peeress
186600401,186600401_78_3_left,en,peeress
186600401,186600401_78_3_right,en,peeress
186600401,186600401_78_4_left,en,peeress
186600401,186600401_78_4_right,en,peeress
186600401,186600401_78_5_left,en,peeress
186600401,186600401_78_5_right,en,peeress
186600401,186600401_78_6_left,en,peeress
186600401,186600401_78_6_right,en,peeress
186600401,186600401_78_7_left,en,peeress
186600401,186600401_78_7_right,en,peeress
186600401,186600401_78_8_left,en,peeress
186600401,186600401_78_8_right,en,peeress
186600401,186600401_79_1_left,en,peeress
186600401,186600401_79_1_right,en,peeress
186600401,186600401_79_2_left,en,peeress
186600401,186600401_79_2_right,en,peeress
186600401,186600401_79_3_left,en,peeress
186600401,186600401_79_3_right,en,peeress
186600401,186600401_80_1_left,en,peeress
186600401,186600401_80_1_right,en,peeress
186600401,186600401_80_2_left,en,peeress
186600401,186600401_80_2_right,en,peeress
186600401,186600401_80_3_left,en,peeress
186600401,186600401_80_3_right,en,peeress
186600401,186600401_80_4_left,en,peeress
186600401,186600401_80_4_right,en,peeress
186600401,186600401_80_5_left,en,peeress
186600401,186600401_80_5_right,en,peeress
186600401,186600401_81_1_left,en,peeress
186600401,186600401_81_1_right,en,peeress
186600401,186600401_84_1_left,sc,marquisse
186600401,186600401_84_1_right,sc,marquisse
186600401,186600401_84_2_left,sc,marquisse
186600401,186600401_84_2_right,sc,marquisse
186600401,186600401_84_3_left,sc,marquisse
186600401,186600401_84_3_right,sc,marquisse
186600401,186600401_85_1_left,sc,earl
186600401,186600401_85_1_right,sc,earl
186600401,186600401_85_2_left,sc,earl
186600401,186600401_85_2_right,sc,earl
186600401,186600401_85_3_left,sc,earl
186600401,186600401_85_3_right,sc,earl
186600401,186600401_85_4_left,sc,earl
186600401,186600401_85_4_right,sc,earl
186600401,186600401_85_5_left,sc,earl
186600401,186600401_85_5_right,sc,earl
186600401,186600401_85_6_left,sc,earl
186600401,186600401_85_6_right,sc,earl
186600401,186600401_85_7_left,sc,earl
186600401,186600401_85_7_right,sc,earl
186600401,186600401_85_8_left,sc,earl
186600401,186600401_85_8_right,sc,earl
186600401,186600401_86_1_left,sc,earl
186600401,186600401_86_1_right,sc,earl
186600401,186600401_86_2_left,sc,earl
186600401,186600401_86_2_right,sc,earl
186600401,186600401_86_3_left,sc,earl
186600401,186600401_86_3_right,sc,earl
186600401,186600401_86_4_left,sc,earl
186600401,186600401_86_4_right,sc,earl
186600401,186600401_86_5_left,sc,earl
186600401,186600401_86_5_right,sc,earl
186600401,186600401_86_6_left,sc,earl
186600401,186600401_86_6_right,sc,earl
186600401,186600401_86_7_left,sc,earl
186600401,186600401_86_7_right,sc,earl
186600401,186600401_86_8_left,sc,earl
186600401,186600401_86_8_right,sc,earl
186600401,186600401_87_1_left,sc,earl
186600401,186600401_87_1_right,sc,earl
186600401,186600401_87_2_left,sc,earl
186600401,186600401_87_2_right,sc,earl
186600401,186600401_87_3_left,sc,earl
186600401,186600401_87_3_right,sc,earl
186600401,186600401_87_4_left,sc,earl
186600401,186600401_87_4_right,sc,earl
186600401,186600401_87_5_left,sc,earl
186600401,186600401_87_5_right,sc,earl
186600401,186600401_87_6_left,sc,earl
186600401,186600401_87_6_right,sc,earl
186600401,186600401_87_7_left,sc,earl
186600401,186600401_87_7_right,sc,earl
186600401,186600401_87_8_left,sc,earl
186600401,186600401_87_8_right,sc,earl
186600401,186600401_88_1_left,sc,earl
186600401,186600401_88_1_right,sc,earl
186600401,186600401_88_2_left,sc,earl
186600401,186600401_88_2_right,sc,earl
186600401,186600401_88_3_left,sc,earl
186600401,186600401_88_3_right,sc,earl
186600401,186600401_88_4_left,sc,earl
186600401,186600401_88_4_right,sc,earl
186600401,186600401_88_5_left,sc,earl
186600401,186600401_88_5_right,sc,earl
186600401,186600401_88_6_left,sc,earl
186600401,186600401_88_6_right,sc,earl
186600401,186600401_88_7_left,sc,earl
186600401,186600401_88_7_right,sc,earl
186600401,186600401_88_8_left,sc,earl
186600401,186600401_88_8_right,sc,earl
186600401,186600401_89_1_left,sc,earl
186600401,186600401_89_1_right,sc,earl
186600401,186600401_89_2_left,sc,earl
186600401,186600401_89_2_right,sc,earl
186600401,186600401_89_3_left,sc,earl
186600401,186600401_89_3_right,sc,earl
186600401,186600401_89_4_left,sc,earl
186600401,186600401_89_4_right,sc,earl
186600401,186600401_89_5_left,sc,earl
186600401,186600401_89_5_right,sc,earl
186600401,186600401_89_6_left,sc,earl
186600401,186600401_89_6_right,sc,earl
186600401,186600401_89_7_left,sc,earl
186600401,186600401_89_7_right,sc,earl
186600401,186600401_89_8_left,sc,earl
186600401,186600401_89_8_right,sc,earl
186600401,186600401_90_1_left,sc,viscount
186600401,186600401_90_1_right,sc,viscount
186600401,186600401_90_2_left,sc,viscount
186600401,186600401_90_2_right,sc,viscount
186600401,186600401_90_3_left,sc,viscount
186600401,186600401_90_3_right,sc,viscount
186600401,186600401_90_4_left,sc,viscount
186600401,186600401_90_4_right,sc,viscount
186600401,186600401_90_5_left,sc,viscount
186600401,186600401_90_5_right,sc,viscount
186600401,186600401_90_6_left,sc,viscount
186600401,186600401_90_6_right,sc,viscount
186600401,186600401_90_7_left,sc,viscount
186600401,186600401_90_7_right,sc,viscount
186600401,186600401_90_8_left,sc,viscount
186600401,186600401_90_8_right,sc,viscount
186600401,186600401_91_1_left,sc,baron
186600401,186600401_91_1_right,sc,baron
186600401,186600401_91_2_left,sc,baron
186600401,186600401_91_2_right,sc,baron
186600401,186600401_91_3_left,sc,baron
186600401,186600401_91_3_right,sc,baron
186600401,186600401_91_4_left,sc,baron
186600401,186600401_91_4_right,sc,baron
186600401,186600401_91_5_left,sc,baron
186600401,186600401_91_5_right,sc,baron
186600401,186600401_91_6_left,sc,baron
186600401,186600401_91_6_right,sc,baron
186600401,186600401_91_7_left,sc,baron
186600401,186600401_91_7_right,sc,baron
186600401,186600401_91_8_left,sc,baron
186600401,186600401_91_8_right,sc,baron
186600401,186600401_92_1_left,sc,baron
186600401,186600401_92_1_right,sc,baron
186600401,186600401_92_2_left,sc,baron
186600401,186600401_92_2_right,sc,baron
186600401,186600401_92_3_left,sc,baron
186600401,186600401_92_3_right,sc,baron
186600401,186600401_92_4_left,sc,baron
186600401,186600401_92_4_right,sc,baron
186600401,186600401_92_5_left,sc,baron
186600401,186600401_92_5_right,sc,baron
186600401,186600401_92_6_left,sc,baron
186600401,186600401_92_6_right,sc,baron
186600401,186600401_92_7_left,sc,baron
186600401,186600401_92_7_right,sc,baron
186600401,186600401_92_8_left,sc,baron
186600401,186600401_92_8_right,sc,baron
186600401,186600401_93_1_left,sc,baron
186600401,186600401_93_1_right,sc,baron
186600401,186600401_93_2_left,sc,baron
186600401,186600401_93_2_right,sc,baron
186600401,186600401_93_3_left,sc,baron
186600401,186600401_93_3_right,sc,baron
186600401,186600401_93_4_left,sc,baron
186600401,186600401_93_4_right,sc,baron
186600401,186600401_94_1_left,sc,peeress
186600401,186600401_94_1_right,sc,peeress
186600401,186600401_94_2_left,sc,peeress
186600401,186600401_94_2_right,sc,peeress
186600401,186600401_94_3_left,sc,peeress
186600401,186600401_94_3_right,sc,peeress
186600401,186600401_94_4_left,sc,peeress
186600401,186600401_94_4_right,sc,peeress
186600401,186600401_94_5_left,sc,peeress
186600401,186600401_94_5_right,sc,peeress
186600401,186600401_95_1_left,ir,earl
186600401,186600401_95_1_right,ir,earl
186600401,186600401_95_2_left,ir,earl
186600401,186600401_95_2_right,ir,earl
186600401,186600401_95_3_left,ir,earl
186600401,186600401_95_3_right,ir,earl
186600401,186600401_95_4_left,ir,earl
186600401,186600401_95_4_right,ir,earl
186600401,186600401_96_1_left,ir,earl
186600401,186600401_96_1_right,ir,earl
186600401,186600401_96_2_left,ir,earl
186600401,186600401_96_2_right,ir,earl
186600401,186600401_96_3_left,ir,earl
186600401,186600401_96_3_right,ir,earl
186600401,186600401_96_4_left,ir,earl
186600401,186600401_96_4_right,ir,earl
186600401,186600401_96_5_left,ir,earl
186600401,186600401_96_5_right,ir,earl
186600401,186600401_96_6_left,ir,earl
186600401,186600401_96_6_right,ir,earl
186600401,186600401_96_7_left,ir,earl
186600401,186600401_96_7_right,ir,earl
186600401,186600401_96_8_left,ir,earl
186600401,186600401_96_8_right,ir,earl
186600401,186600401_97_1_left,ir,earl
186600401,186600401_97_1_right,ir,earl
186600401,186600401_97_2_left,ir,earl
186600401,186600401_97_2_right,ir,earl
186600401,186600401_97_3_left,ir,earl
186600401,186600401_97_3_right,ir,earl
186600401,186600401_97_4_left,ir,earl
186600401,186600401_97_4_right,ir,earl
186600401,186600401_97_5_left,ir,earl
186600401,186600401_97_5_right,ir,earl
186600401,186600401_97_6_left,ir,earl
186600401,186600401_97_6_right,ir,earl
186600401,186600401_97_7_left,ir,earl
186600401,186600401_97_7_right,ir,earl
186600401,186600401_97_8_left,ir,earl
186600401,186600401_97_8_right,ir,earl
186600401,186600401_98_1_left,ir,earl
186600401,186600401_98_1_right,ir,earl
186600401,186600401_98_2_left,ir,earl
186600401,186600401_98_2_right,ir,earl
186600401,186600401_98_3_left,ir,earl
186600401,186600401_98_3_right,ir,earl
186600401,186600401_98_4_left,ir,earl
186600401,186600401_98_4_right,ir,earl
186600401,186600401_98_5_left,ir,earl
186600401,186600401_98_5_right,ir,earl
186600401,186600401_98_6_left,ir,earl
186600401,186600401_98_6_right,ir,earl
186600401,186600401_98_7_left,ir,earl
186600401,186600401_98_7_right,ir,earl
186600401,186600401_98_8_left,ir,earl
186600401,186600401_98_8_right,ir,earl
186600401,186600401_99_1_left,ir,earl
186600401,186600401_99_1_right,ir,earl
186600401,186600401_99_2_left,ir,earl
186600401,186600401_99_2_right,ir,earl
186600401,186600401_99_3_left,ir,earl
186600401,186600401_99_3_right,ir,earl
186600401,186600401_99_4_left,ir,earl
186600401,186600401_99_4_right,ir,earl
186600401,186600401_99_5_left,ir,earl
186600401,186600401_99_5_right,ir,earl
186600401,186600401_99_6_left,ir,earl
186600401,186600401_99_6_right,ir,earl
186600401,186600401_99_7_left,ir,earl
186600401,186600401_99_7_right,ir,earl
186600401,186600401_99_8_left,ir,earl
186600401,186600401_99_8_right,ir,earl
